,perplexity_train,perplexity_val
0,249.614,162.972
1,115.814,126.477
2,81.454,118.497
3,63.545,121.165
4,44.307,124.321
5,33.096,131.83
6,27.616,138.167
7,25.021,141.994
8,23.735,143.94
9,23.029,144.339
10,22.618,143.475
11,22.376,142.46
12,22.237,141.823
